THE_TE_UID,TERM,TERM_GD,POS_GD,KEYWORDS_GD,INDEX_TERM,SCOPE_NOTE,SCOPE_NOTE_GD,STATUS,ORIGIN,PROPOSED,WHEN_PROPOSED,ACCEPTED,DATE_ACCEPTED,COMMENTS,LIST_UID,ENTERED_DT,ENTERED_BY,UPDATED_DT,UPDATED_BY,SYNONYMS_GD
505461,CHAMBER OF COMMERCE,,,,Y,A building housing a board organised to protect the interests of commerce.,,Y,EH,Lynn Kilpatrick,28/09/2010 00:00,Angela R Gannon,28/09/2010 00:00,Accepted SN and hierarchy from EH,1,28/09/2010 13:51,ANGELAG,28/09/2010 13:53,ANGELAG,
505701,JEWEL HOUSE,,,,Y,"A building used for the safe storage and public display of jewellery, eg. the crown jewels.",,Y,EH,Leanne McCafferty,10/03/2011 00:00,Leanne McCafferty,10/03/2011 00:00,,1,10/03/2011 15:00,LEANNEM,10/03/2011 15:03,LEANNEM,
505702,REPOSITORY,,,,Y,"A room or building used as a store, usually for documents, works of art, books etc.",,Y,EH,,,,,,1,10/03/2011 15:03,LEANNEM,10/03/2011 15:03,LEANNEM,
505703,CROWN ROOM,,,,Y,Non-preferred term. Use JEWEL HOUSE.,,N,,,,,,,1,10/03/2011 15:25,LEANNEM,10/03/2011 15:25,LEANNEM,
503229,LIGHTHOUSE KEEPERS HOUSE,,,,Y,The residence of a lighthouse keeper.,,Y,EH,Susan Casey,,Leanne McCafferty,19/02/2008 00:00,Eh use LIGHTKEEPER.,1,19/02/2008 12:05,LEANNEM,19/02/2008 12:08,LEANNEM,
503290,SHOPPING ARCADE,,,,Y,"A covered shopping street, sometimes with galleries, usually dating from the 19th century.",,Y,RCAHMS,Susan Casey,,,,"Largely copied from EH, date qualifier amended.",1,03/03/2008 15:51,ANGELAG,03/03/2008 15:55,ANGELAG,
503250,VETERANS HOUSE,,,,Y,"Self-contained house for ex-service people, often part of larger complex.",,Y,RCAHMS,Tom Parnell,28/02/2008 00:00,Leanne McCafferty,28/02/2008 00:00,,1,28/02/2008 15:46,LEANNEM,28/02/2008 15:47,LEANNEM,
505061,PEAT ROAD,,,,Y,"A track, traditionally used to transport cut peats.",,Y,RCAHMS,Steve Boyle,05/07/2010 00:00,Angela R Gannon,06/07/2010 00:00,,1,06/07/2010 09:29,ANGELAG,06/07/2010 09:47,ANGELAG,
503900,SERVICE STATION,,,,Y,"Use for complexes where services (eg. restaurants, shops) are provided in addition to facilities for buying petrol.",,Y,EH,,,,,,1,22/01/2009 15:58,LEANNEM,22/01/2009 15:58,LEANNEM,
504140,BURN COVER,,,,Y,Constructed channel for carrying burns over the top of a subterranean aqueduct preventing erosion of aqueduct structure and intrusion of unwanted water into the water supply. Either cast-iron 'U'-shaped channels or stone or concrete linings.,,Y,RCAHMS,Miriam McDonald,16/04/2009 00:00,Leanne McCafferty,16/04/2009 00:00,,1,16/04/2009 14:39,LEANNEM,24/07/2009 12:46,ANGELAG,
506241,MARKER POST,,,,Y,"A post, usually made of wood or metal, erected to mark a particular spot in the landscape, but the purpose of which is unknown.",,Y,RCAHMS/EH,Susan Casey,14/11/2011 00:00,Leanne McCafferty,16/11/2011 00:00,"EH definition adapted by John Sherriff, RCAHMS.",1,16/11/2011 10:23,RC_ADMIN,16/11/2011 10:26,RC_ADMIN,
505401,GROCERS SHOP,,,,Y,"A shop selling tea, butter, flour, sugar, spices, tinned foods and miscellaneous household stores.",,Y,EH,Lynn Kilpatrick,27/08/2010 00:00,Leanne McCafferty/Angela Gannon,27/08/2010 00:00,,1,27/08/2010 11:17,LEANNEM,27/08/2010 11:17,LEANNEM,
505402,GROCERY SHOP,,,,Y,Non-preferred term. Use GROCERS SHOP.,,N,,,,,,,1,27/08/2010 11:18,LEANNEM,27/08/2010 11:18,LEANNEM,
503394,STREAM,,,,Y,A natural flow or current of water issuing from a source.,,Y,EH,,,,,Introduced to accommodate NH76NE 309.,1,03/06/2008 08:29,ANGELAG,03/06/2008 08:32,ANGELAG,
503395,HELICOPTER LANDING PLATFORM,,,,Y,"An artificial, sometimes temporary, platform on which helicopters can take off and land.",,Y,EH,,,,,Added from EH 6 June 2008.,1,06/06/2008 12:58,ANGELAG,06/06/2008 12:59,ANGELAG,
503396,BULL HOUSE,,,,Y,A building where a bull is kept.,,Y,RCAHMS,,,,,Added ARG 16 June 2008 as part of the St Kilda project.,1,16/06/2008 09:00,ANGELAG,16/06/2008 09:05,ANGELAG,
503416,CELLULAR BUILDING,,,,Y,"A circular or subcircular drystone building usually with a corbelled roof and thick walls, and sometimes clad and/or roofed in turf. Can have adjoining subsidiary cells.",,Y,RCAHMS,,,,,See NA00SE 2.,1,20/06/2008 10:43,ANGELAG,20/06/2008 14:35,ANGELAG,
503417,GATHERING FOLD,,,,Y,"A structure comprising an outer forecourt formed by funnelling walls that give access to one or more open enclosures or folds with adjoining cells. Used to separate ewes and lambs overnight, the lambs being housed in the adjoining cells and the ewes gathered for milking.",,Y,RCAHMS,,,,,See NA00SE 1.,1,20/06/2008 14:19,ANGELAG,20/06/2008 14:30,ANGELAG,
503478,ROCK CUT SEAT,,,,Y,A boulder or rock cut and shaped into the form of a seat.,,Y,RCAHMS,Peter McKeague,04/08/2008 00:00,Leanne McCafferty,06/08/2008 00:00,Used by N.I.,1,06/08/2008 10:16,LEANNEM,06/08/2008 10:19,LEANNEM,
503499,BADMINTON COURT,,,,Y,An indoor play area for the game of badminton.,,Y,EH,Leanne McCafferty,19/08/2008 00:00,Leanne McCafferty,19/08/2008 00:00,,1,19/08/2008 11:06,LEANNEM,19/08/2008 11:07,LEANNEM,
503580,BRITISH LEGION HALL,,,,Y,A place where members of the British Legion meet.,,Y,EH,,,,,,1,10/09/2008 13:35,LEANNEM,10/09/2008 13:35,LEANNEM,
503581,TELEGRAPH POLE,,,,Y,A tall wooden pole used to support telegraph wires.,,Y,EH,,,,,,1,10/09/2008 13:52,LEANNEM,10/09/2008 13:52,LEANNEM,
503600,HEDGE,,,,Y,Usually a row of bushes or small trees planted closely together to form a boundary between pieces of land or at the sides of a road.,,Y,EH,,,,,,1,11/09/2008 11:06,LEANNEM,11/09/2008 11:07,LEANNEM,
503601,STILE,,,,Y,A set of steps or a framework of bars and steps for crossing over a fence or wall.,,Y,EH,,,,,,1,11/09/2008 12:04,LEANNEM,11/09/2008 12:04,LEANNEM,
503602,LOGGIA,,,,Y,"A covered arcade, often attached to a building, open on one or more sides.",,Y,EH,,,,,,1,11/09/2008 12:21,LEANNEM,11/09/2008 12:21,LEANNEM,
503640,BELVEDERE,,,,Y,"A turret, tower or look out occupying a prominent position to provide a view, either a separate building, or part of a villa.",,Y,EH,,,,,,1,23/09/2008 11:18,LEANNEM,23/09/2008 11:19,LEANNEM,
503660,INDUSTRIAL SCHOOL,,,,Y,A boarding or day school for children who had committed minor crimes or who lived in circumstances where they were likely to commit crime.,,Y,EH,,,,,,1,06/10/2008 14:39,LEANNEM,06/10/2008 14:39,LEANNEM,
503700,PROSPECT MOUND,,,,Y,"An artificial mound, generally conical, placed within a garden or park to provide a viewing point to overlook the garden or park. It may also serve as a visual focus in the garden or park layout.",,Y,EH,Marilyn Brown,,Angela Gannon,,Proposed 22/10/08; accepted with structural changes 31/10/08.,1,22/10/2008 16:19,PETERM,31/10/2008 11:45,ANGELAG,
503800,GUN ROOM,,,,Y,A room for storing guns.,,Y,EH Components Thesaurus,,,,,Adapted from the EH Components thesaurus,1,15/12/2008 15:50,LEANNEM,15/12/2008 15:51,LEANNEM,
503801,WAITING ROOM,,,,Y,"A room used by those who have to wait at railway or bus stations, etc.",,Y,EH,,,,,,1,15/12/2008 15:56,LEANNEM,15/12/2008 15:56,LEANNEM,
503880,SEA WALL,,,,Y,Non-preferred term. Use SEA DEFENCES,,N,,,,,,,1,13/01/2009 12:18,LEANNEM,13/01/2009 12:18,LEANNEM,
504540,QUAY CRANE,,,,Y,A crane located on a quayside used for the loading and unloading of goods and materials to and from vessels.,,Y,EH,,,,,,1,16/07/2009 13:46,LEANNEM,16/07/2009 13:46,LEANNEM,
504841,TRADES HALL,,,,Y,"A building where trade unions meet together, or work from cooperatively, under a local representative organisation, known as a Labour Council or Trades Hall Council.",,Y,RCAHMS,Neil Gregory,23/04/2010 00:00,Leanne McCafferty,23/04/2010 00:00,,1,23/04/2010 13:50,LEANNEM,23/04/2010 13:51,LEANNEM,
504842,TRADES UNION HALL,,,,Y,Non-preferred term. Use TRADES HALL.,,N,,,,,,,1,23/04/2010 13:54,LEANNEM,23/04/2010 13:54,LEANNEM,
504843,TRADE UNION HALL,,,,Y,Non-preferred term. Use TRADES HALL.,,N,,,,,,,1,23/04/2010 13:55,LEANNEM,23/04/2010 13:55,LEANNEM,
506201,FISHERMENS MISSION,,,,Y,A lodging house and refuge for fishermen in port villages and towns.,,Y,RCAHMS,Iain Anderson,26/10/2011 00:00,Leanne McCafferty,26/10/2011 00:00,,1,26/10/2011 15:53,RC_ADMIN,26/10/2011 15:56,RC_ADMIN,
506202,FISHERMANS MISSION,,,,Y,Non-preferred term. Use FISHERMENS MISSION.,,N,,,,,,,1,26/10/2011 15:57,RC_ADMIN,26/10/2011 15:58,RC_ADMIN,
504861,RAILWAY COTTAGE,,,,Y,"A cottage or small house constructed for the use of railway staff, and convenient to their place of work.",,Y,RCAHMS,Bob Mowat,30/04/2009 00:00,Leanne McCafferty,30/04/2009 00:00,,1,30/04/2010 11:19,LEANNEM,30/04/2010 14:13,RC_THESAURUS,
504901,HORNFELS QUARRY,,,,Y,A site where hornfels is extracted.,,Y,RCAHMS,Catherine McIver,06/05/2010 00:00,Leanne McCafferty,13/05/2010 00:00,,1,13/05/2010 10:21,LEANNEM,13/05/2010 10:23,LEANNEM,
504902,GABBRO QUARRY,,,,Y,A site where gabbro is extracted.,,Y,RCAHMS,Catherine McIver,06/05/2010 00:00,Leanne McCafferty,13/05/2010 00:00,,1,13/05/2010 10:24,LEANNEM,13/05/2010 10:25,LEANNEM,
504903,FULLERS EARTH QUARRY,,,,Y,A site where Fullers Earth (a hydrous silicate of alumina) is extracted.,,Y,RCAHMS,Catherine McIver,06/05/2010 00:00,Leanne McCafferty,13/05/2010 00:00,,1,13/05/2010 10:28,LEANNEM,13/05/2010 10:30,LEANNEM,
504904,FELSITE QUARRY,,,,Y,A site where felsite is extracted.,,Y,RCAHMS,Catherine McIver,06/05/2010 00:00,Leanne McCafferty,13/05/2010 00:00,,1,13/05/2010 11:32,LEANNEM,13/05/2010 11:33,LEANNEM,
504905,QUARTZ DOLERITE QUARRY,,,,Y,A site where quartz dolerite is extracted.,,Y,RCAHMS,Catherine McIver,06/05/2010 00:00,Leanne McCafferty,13/05/2010 00:00,,1,13/05/2010 11:34,LEANNEM,13/05/2010 11:35,LEANNEM,
504906,DIORITE QUARRY,,,,Y,A site where diorite is extracted.,,Y,RCAHMS,Catherine McIver,06/05/2010 00:00,Leanne McCafferty,13/05/2010 00:00,,1,13/05/2010 11:36,LEANNEM,13/05/2010 11:36,LEANNEM,
504907,CONGLOMERATE QUARRY,,,,Y,A site where conglomerate is extracted.,,Y,RCAHMS,Catherine McIver,06/05/2010 00:00,Leanne McCafferty,13/05/2010 00:00,,1,13/05/2010 11:38,LEANNEM,13/05/2010 11:39,LEANNEM,
504908,ANDESITE QUARRY,,,,Y,A site where andasite is extracted.,,Y,RCAHMS,Catherine McIver,06/05/2010 00:00,Leanne McCafferty,13/05/2010 00:00,,1,13/05/2010 11:40,LEANNEM,17/05/2010 09:35,LEANNEM,
506101,RABBIT WARREN,,,,Y,An area used for the breeding and rearing of rabbits.,,Y,EH,Martin O'Hare (WOSAS),30/09/2011 00:00,Leanne McCafferty,30/09/2011 00:00,,1,30/09/2011 15:57,LEANNEM,30/09/2011 15:58,LEANNEM,
505661,DOCKMASTERS OFFICE,,,,Y,An administrative building used by the official in charge of a dock or harbour.,,Y,EH,,,,,,1,22/02/2011 10:24,LEANNEM,22/02/2011 10:24,LEANNEM,
505662,HARBOUR MASTERS OFFICE,,,,Y,Non-preferred term. Use DOCKMASTERS OFFICE.,,N,EH,,,,,,1,22/02/2011 10:26,LEANNEM,22/02/2011 10:26,LEANNEM,
503920,DAY CENTRE,,,,Y,"A non residential building providing recreational, social and other facilities, especially for the elderly and those with special needs.",,Y,EH,,,,,,1,28/01/2009 14:43,LEANNEM,28/01/2009 14:43,LEANNEM,
504100,COLLIERY INSTITUTE,,,,Y,A building where miners could improve their knowledge by attending lectures and using the reading room facilities.,,Y,EH,,,,,,1,06/04/2009 12:02,LEANNEM,06/04/2009 12:02,LEANNEM,
504101,MINERS WELFARE INSTITUTE,,,,Y,Non-preferred term. Use COLLIERY INSTITUTE,,N,,,,,,,1,06/04/2009 12:04,LEANNEM,06/04/2009 12:04,LEANNEM,
504102,MINERS INSTITUTE,,,,Y,Non-preferred term. Use COLLIERY INSTITUTE,,N,,,,,,,1,06/04/2009 12:07,LEANNEM,06/04/2009 12:07,LEANNEM,
504103,MOTOR VEHICLE SHOWROOM,,,,Y,A building or room where motor vehicles are exhibited for sale.,,Y,EH,,,,,,1,06/04/2009 12:11,LEANNEM,06/04/2009 12:11,LEANNEM,
504104,CAR SHOWROOM,,,,Y,Non-preferred term. Use MOTOR VEHICLE SHOWROOM,,N,,,,,,,1,06/04/2009 12:13,LEANNEM,06/04/2009 12:13,LEANNEM,
504105,VEHICLE SHOWROOM,,,,Y,Non-preferred term. Use MOTOR VEHICLE SHOWROOM,,N,,,,,,,1,06/04/2009 12:14,LEANNEM,06/04/2009 12:14,LEANNEM,
504106,SHOWROOM,,,,Y,A room used for the display of merchandise for sale.,,Y,EH,,,,,,1,06/04/2009 12:16,LEANNEM,06/04/2009 12:16,LEANNEM,
504107,MANHOLE,,,,Y,Non-preferred term. Use INSPECTION HATCH,,N,,,,,,,1,06/04/2009 15:26,LEANNEM,06/04/2009 15:27,LEANNEM,
504108,MAN HOLE,,,,Y,Non-preferred term. Use INSPECTION HATCH,,N,,,,,,,1,06/04/2009 16:32,LEANNEM,06/04/2009 16:32,LEANNEM,
504120,TUNNEL CHAMBER,,,,Y,"A large space in an underground tunnel, usually wider than the tunnel itself, used for storage, etc.",,Y,EH,,,,,,1,07/04/2009 11:39,LEANNEM,07/04/2009 11:39,LEANNEM,
504121,STRAINING WELL,,,,Y,A sunken structure with inlet pipes and copper screens into which water from from a reservoir for filtration.,,Y,Miles Oglethorpe,Leanne McCafferty,07/04/2009 00:00,Leanne McCafferty,07/04/2009 00:00,,1,07/04/2009 12:10,LEANNEM,07/04/2009 12:12,LEANNEM,
504122,HORSA HUT,,,,Y,"Pre-cast concrete building contructed as a result of Hutting Operation for Raising School Age scheme. These were intended to temporarily address the issue of insuffinent accommodationin schools following the Education Act of 1944 (Scotland), which raised the school leaving age.",,Y,RCAHMS,Leanne McCafferty,07/04/2009 00:00,Leanne McCafferty,07/04/2009 00:00,,1,07/04/2009 15:17,LEANNEM,07/04/2009 15:28,LEANNEM,
504123,BOWLING ALLEY,,,,Y,An indoor alley for playing bowls or skittles.,,Y,EH,,,,,,1,07/04/2009 15:38,LEANNEM,07/04/2009 15:38,LEANNEM,
504124,ROUNDABOUT,,,,Y,A circular construction at the intersection of two or more roads to aid the passage of vehicles from one road to another.,,Y,,,,,,,1,07/04/2009 15:59,LEANNEM,07/04/2009 15:59,LEANNEM,
504302,SPILLWAY,,,,Y,A channel carrying overflow water past a dam. Early 19th century onwards.,,Y,EH,,,,,,1,07/05/2009 09:46,LEANNEM,07/05/2009 09:46,LEANNEM,
504380,PORCH,,,,Y,An interior or projecting shelter surrounding an entrance to a building.,,Y,EH Components Thesaurus,,,,,,1,18/05/2009 12:41,LEANNEM,18/05/2009 12:42,LEANNEM,
504381,READING ROOM,,,,Y,"A room in a library or institution providing periodicals, newspapers, etc.",,Y,EH,,,,,,1,18/05/2009 14:11,LEANNEM,18/05/2009 14:11,LEANNEM,
504824,CROSS RIDGE DYKE,,,,Y,"A linear earthwork, usually a bank accompanied by a ditch, which runs across rather than along an area or ridge of higher ground.",,Y,,,,,,,1,07/04/2010 11:56,LEANNEM,24/05/2010 12:18,LEANNEM,
504921,BOMBING DECOY SITE,,,,Y,Non-preferred term. Use DECOY SITE.,,N,,,,,,,1,20/05/2010 11:41,LEANNEM,20/05/2010 11:42,LEANNEM,
504922,CLOOTIE WELL,,,,Y,Non-preferred term. Use RAG WELL.,,N,,,,,,,1,20/05/2010 11:46,LEANNEM,20/05/2010 11:47,LEANNEM,
504923,CLOUTIE WELL,,,,Y,Non-preferred term. Use RAG WELL.,,N,,,,,,,1,20/05/2010 11:47,LEANNEM,20/05/2010 11:47,LEANNEM,
504924,CLOUGHTIE WELL,,,,Y,Non-preferred term. Use RAG WELL.,,N,,,,,,,1,20/05/2010 11:49,LEANNEM,20/05/2010 11:49,LEANNEM,
503541,MARRIED QUARTERS,,,,Y,Purpose built accommodation for members of the armed forces and their families.,,Y,EH,,,,,,1,05/09/2008 10:02,LEANNEM,05/09/2008 10:02,LEANNEM,
503860,ABLUTIONS BLOCK,,,,Y,A building housing washing facilities and toilets. The term occurs mainly in a military context.,,Y,EH,,,,,Added ARG 8/1/2009,1,08/01/2009 09:09,ANGELAG,08/01/2009 09:11,ANGELAG,
504160,DEPARTMENT STORE,,,,Y,A large shop supplying many kinds of goods from various departments.,,Y,EH,,,,,,1,20/04/2009 15:57,LEANNEM,20/04/2009 15:57,LEANNEM,
504820,FORESTRY WORKERS CAMP,,,,Y,A group of buildings or structures used as temporary accommodation for forestry workers.,,Y,RCAHMS,Sarah Philips,29/03/2010 00:00,Leanne McCafferty,29/03/2010 00:00,,1,29/03/2010 11:40,LEANNEM,29/03/2010 11:41,LEANNEM,
505981,TRAVELLERS CAMP,,,,Y,An area of land used as a temporary camp by travellers.,,Y,RCAHMS,Ishbel MacKinnon,10/08/2011 00:00,Angela Gannon/Leanne McCafferty,11/08/2011 00:00,,1,11/08/2011 16:09,LEANNEM,11/08/2011 16:10,LEANNEM,
504800,NOOST,,,,Y,Non-preferred term. Use NAUST.,,N,,,,,,,1,22/03/2010 11:54,LEANNEM,22/03/2010 11:54,LEANNEM,
504801,NOUST,,,,Y,Non-preferred term. Use NAUST.,,N,,,,,,,1,22/03/2010 11:55,LEANNEM,22/03/2010 11:55,LEANNEM,
505481,SEWAGE OUTFALL,,,,Y,Non-preferred term. Please use OUTFALL SEWER.,,N,,,,,,,1,05/10/2010 12:16,LEANNEM,05/10/2010 12:17,LEANNEM,
505361,BUOY,,,,Y,"A floating, fixed marker used to indicate to a navigator a sea area to approach or avoid.",,Y,EH,,,,,,1,23/08/2010 14:46,LEANNEM,23/08/2010 14:46,LEANNEM,
505801,ROCK CUT BASIN,,,,Y,Non-preferred term. Use ROCK CUT BOWL.,,N,,,,,,,1,10/05/2011 11:06,LEANNEM,10/05/2011 11:06,LEANNEM,
504480,GENERAL STORE,,,,Y,A shop selling a variety of goods and merchandise.,,Y,EH,Lynn Kilpatrick,08/07/2008 00:00,Leanne McCafferty,08/07/2008 00:00,,1,08/07/2009 13:07,LEANNEM,08/07/2009 13:08,LEANNEM,
504481,GREENGROCERS SHOP,,,,Y,A shop selling fresh fruit and vegetables.,,Y,EH,Lynn Kilpatrick,08/07/2008 00:00,Leanne McCafferty,08/07/2008 00:00,,1,08/07/2009 13:09,LEANNEM,23/07/2009 11:52,ANGELAG,
504482,OFF LICENCE,,,,Y,A shop authorised to sell alcoholic beverages to be consumed off the premises.,,Y,RCAHMS,Lynn Kilpatrick,08/07/2008 00:00,Leanne McCafferty,08/07/2008 00:00,"A non-preferred term in EH Thesaurus, however, as the thesaurus deals with the most specific classification type, this has been added as a preferred term.",1,08/07/2009 13:11,LEANNEM,23/07/2009 11:34,ANGELAG,
504483,DELICATESSEN,,,,Y,A shop that sells specialist food and drink products which are prepared and ready-to-serve.,,,,,,,,,,,,,,
"#Y""",RCAHMS,,,,Lynn Kilpatrick,08/07/2008 00:00,,Leanne McCafferty,08/07/2008 00:00,Non-preferred term in EH Thesaurus. Has been added to RCAHMS thesaurus as most specific type.,1,08/07/2009 13:12,LEANNEM,23/07/2009 11:49,ANGELAG,,,,,
504484,FRUIT SHOP,,,,Y,Non-preferred term. Use GREENGROCERS SHOP,,N,,,,,,,1,08/07/2009 13:15,LEANNEM,08/07/2009 13:15,LEANNEM,
504485,FRUIT AND VEG SHOP,,,,Y,Non-preferred term. Use GREENGROCERS SHOP,,N,,,,,,,1,08/07/2009 13:15,LEANNEM,08/07/2009 13:15,LEANNEM,
504486,GREENGROCERS,,,,Y,Non-preferred term. Use GREENGROCERS SHOP.,,N,,,,,,,1,08/07/2009 13:16,LEANNEM,23/07/2009 11:36,ANGELAG,
504487,BALCONY ACCESS BLOCK,,,,Y,Block of flats within which the individual dwellings are accessed by narrow external balconies.,,,,,,,,,,,,,,
"#Y""",Mile Glendinning/EH,,,,Miles Glendinning,,,Peter McKeague,,Scope note from Miles Glendinning.,1,08/07/2009 14:27,LEANNEM,23/11/2009 11:48,LEANNEM,,,,,
504488,POINT BLOCK,,,,Y,"Multi-storey block of flats of slender, square plan.",,Y,EH,Peter McKeague,28/07/2009 00:00,Peter McKeague,28/07/2009 00:00,Scope note from Miles Glendinning.,1,08/07/2009 14:28,LEANNEM,23/11/2009 11:46,LEANNEM,
504489,SLAB BLOCK,,,,Y,"Multi-storey block of flats of long, thin plan.",,Y,EH,Peter McKeague,28/07/2009 00:00,Peter McKeague,28/07/2009 00:00,Scope note from Miles Glendinning.,1,08/07/2009 14:28,LEANNEM,23/11/2009 11:47,LEANNEM,
504490,NEWSAGENTS,,,,Y,"A shop selling newspapers, magazines and other periodicals, often with stationery, snacks and confectionery.",,,,,,,,,,,,,,
"#Y""",RCAHMS,,,,Lynn Kilpatrick,08/07/2008 00:00,,Leanne McCafferty,08/07/2008 00:00,,1,08/07/2009 14:45,LEANNEM,23/07/2009 11:59,ANGELAG,,,,,
504491,NEWSAGENTS SHOP,,,,Y,Non-preferred term. Use NEWSAGENTS,,N,,,,,,,1,08/07/2009 14:49,LEANNEM,08/07/2009 14:49,LEANNEM,
504492,ELECTRICAL GOODS SHOP,,,,Y,"A shop selling household electrical goods such as televisions, radios, kettles and toasters.",,Y,RCAHMS,Lynn Kilpatrick,08/07/2009 00:00,Leanne McCafferty,08/07/2009 00:00,,1,08/07/2009 14:51,LEANNEM,23/07/2009 12:03,ANGELAG,
2289,PLANTICRUE,,,,N,Non-preferred term. Use PLANTICRUB.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:19,ANGELAG,
2291,POTATO CLAMP,,,,N,Non-preferred term. Use POTATO PIT.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:19,ANGELAG,
2294,POWERLOOM FACTORY,,,,N,Non-preferred term. Use POWER LOOM FACTORY.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:20,ANGELAG,
2299,PROVENDER MILL,,,,N,Non-preferred term. Use FEED WORKS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:20,ANGELAG,
2307,RAILWAY TERMINUS,,,,N,Non-preferred term. Use RAILWAY STATION.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:20,ANGELAG,
2308,RECTANGULAR CAIRN,,,,N,Non-preferred term. Use CAIRN.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:20,ANGELAG,
2311,RETTING POOL,,,,N,Non-preferred term. Use RETTING POND.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:21,ANGELAG,
2313,RIFLE RANGE,,,,N,Non-prefererred term. Use FIRING RANGE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:21,ANGELAG,
2334,SALT PANS,,,,N,Non-preferred term. Use SALT WORKS.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:22,ANGELAG,
2343,SHALE PIT,,,,N,Non-preferred term. Use SHALE OIL MINE.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:24,ANGELAG,
2355,SLAG HILL,,,,N,Non-preferred term. Use SLAG HEAP.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:24,ANGELAG,
2360,SPOIL TIP,,,,N,Non-preferred term. Use SPOIL HEAP.,,N,,,,,,,1,03/07/2006 14:26,RC_THESAURUS,18/07/2007 09:25,ANGELAG,
503603,WELL HOUSE,,,,Y,A building over a well housing machinery for raising the water. Often consisting of a DONKEY WHEEL or HORSE GIN.,,Y,EH,,,,,,1,11/09/2008 15:32,LEANNEM,11/09/2008 15:32,LEANNEM,
505501,BURIED LAND SURFACE,,,,Y,"A former ground surface buried beneath an earthwork or other sequence of deposits. (includes palaeosoils, turf lines).",,Y,EH,Susan Casey,13/10/2010 00:00,Leanne McCafferty,13/10/2010 00:00,,1,13/10/2010 15:40,LEANNEM,13/10/2010 15:41,LEANNEM,
